University/College Name;School Link;City;State;Name of the state;Control;Region;Accessible to Metropolitan Area;Setting;Insituation Size;Coeducational or Single-sex?;HBCU?;Primary Focus;Undergraduate?;Where do most students live?;Religious;Budget Category;Tuition and fees without aid;Room and board;Total cost of attendance without aid;Cost of Attendance from year;Types of Aid for international students;Number of international students awarded financial aid/scholarships;Percentage of International students who receive aid;Average amount awarded;Average cost in 2023-2024 after aid (merit or need);Total awarded in millions;Meets full demonstrated need?;Amount of largest Merit Scholarship;Scholarship's Name and Information;Scholarship's Link;Scholarship's Information;2024-2025 adjusted tuition after Merit Scholarship;2024-2025 cost of attendance after largest Merit Scholarship;How to apply;Acceptance rate;International admission rate;Yield (approximate);International yield;Class of 2027 - international applications;Class of 2027 - international students admitted;Class of 2027 international accepted offer/enrolled;Regular Decision acceptance rate;Regular Decision acceptance rate from class year;Early plan offered?;Early Decision 2 offered?;Early Decision acceptance rate;Early Decision acceptance rate from year;Early Decision advantage over Regular Decision;Percent of class of 2027 filled ED;Early Action acceptance rate;Early Action acceptance rate from class year;Early Action advantage over Regular Decision;Testing Requirements;Percent of accepted students who submitted SAT scores;Percent of accepted students who submitted ACT scores;SAT comp 50%ile;SAT Math 25%ile;SAT Math 75%ile;SAT EBRW 25%ile;SAT EBRW 75%ile;ACT comp 25%ile;ACT comp 50%ile;ACT compo 75%ile;ACT math 25%ile;ACT math 75%ile;ACT English 25%ile;ACT English 75%ile;ACT Reading 25%ile;ACT Reading 75%ile;ACT Science 25%ile;ACT Science 75%ile;Testing - main data source;International 4-year graduation rate (IPEDS);International 5-year graduation rate (IPEDS);International 6-year graduation rate (IPEDS);Percent of international graduates who take longer than 4 years;International transfer-out rate;Early Decision application deadline;Early Action application deadline;Priority Deadline;Rolling admission?;Regular Decision deadline;Accepts applications after deadline on space available basis?;Early Action/Early Decision document deadline;Early Action/Early Decision financial aid deadline;Latest testing for Early Action/Early Decision;Early Action/Early Decision notification date;Early Decision 2 Application deadline;Early Decision 2 Financial aid deadline;Early Decision 2 Notification Date;Regular Decision document deadline;Latest testing accepted Regular Decision;Regular Decision/only financial aid deadline;Regular Decision notification date;Latest CDS available;US News National Universities 2025;Times Higher Education 2024 World Universities;THE - rank within USA;QS World Universities;QS World Universities (within United States);WSJ Best Colleges Rank;WSJ Best Colleges Score;US News National Liberal Arts Colleges;QS World International student rank;QS World International Student score;US News Undergrad CS;US News CS: AI;QS Computer Science;CSRankings.org Overall ranking;US News Undergraduate Business;QS Business;US News Undergrad Economics;US News Top 50 engineering? either doctorate or non-doctorate;US News Undergrad Engineering programs: Doctorate;US News Undergrad Engineering programs: Non- Doctorate;US News Undergrad Mechanical Engineering;US News Undergrad Electrical Engineering;US News Undergraduate Computer Engineering;US News Undergrad Biomedical Engineering;US News Undergrad Chemical Engineering;Abortion law status (NYT, as of October 28, 2024);Currently legal until;Gun deaths (non- suicide) per 100,000, 2018-2022, by county (Dept. of Health);On-campus violent crimes (non-sexual) reported 2018-2022, average per year (OPE);On-campus rapes/sexual assaults reported 2018-2022 - average per year (OPE);Source_List1;Source_List2;Source_List3;Source_List4;Source_List5;Source_List6
University of Minnesota-Twin Cities;https://www.twin-cities.umn.edu;Minneapolis;MN;Minnesota;Public;Midwest (Great Plains);;City: Large;20K+;Coeducational;No;Balanced;Majority;On-campus;0-None;$50.000;$38.362;$14.006;$56.368;24-25;Merit;190;11%;$4.438;$48.992;$0.8m;No;$15.000;Global Excellence Scholarships;https://isss.umn.edu/students/support-services/funding/global-excellence-scholarship;A competitive, merit-based scholarship for new international freshmen. Students are automatically considered with their application for admission. No separate application needed.;$23.362;$41.368;Automatic consideration;77,5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of Mississippi;https://www.olemiss.edu;University;MS;Mississippi;Public;Southeast (Deep South);;Town: Remote;20K+;Coeducational;No;Professional;High;On-campus;0-None;$20.000;$28.600;$12.600;$45.200;24-25;Merit;143;69%;$23.902;$19.118;$3.4m;No;$23.454;International Academic Excellence Scholarship;https://international.olemiss.edu/scholarships-for-international-undergraduates/;A merit-based scholarship for new international students. Consideration is automatic upon admission. No separate application is required.;$5.146;$21.746;Automatic consideration;97,8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of Missouri;https://www.missouri.edu;Columbia;MO;Missouri;Public;Midwest (Great Plains);;City: Midsize;20K+;Coeducational;No;Professional;High;Off-campus;0-None;;$36.040;$12.140;$52.180;24-25;Merit;;;;;;No;$20.000;International Honors Scholarship;https://admissions.missouri.edu/costs-aid/scholarships/international-student-scholarships/;This award is a combination of the International Merit Scholarship and the Mark Twain Nonresident Scholarship. Consideration is automatic upon admission.;$16.040;$32.180;Automatic consideration;77%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of Missouri-St. Louis;https://www.umsl.edu;Saint Louis;MO;Missouri;Public;Midwest (Great Plains);;Suburb: Large;10K - 20K;Coeducational;No;Balanced;High;On-campus;0-None;$30.000;$35.820;$10.917;$50.737;24-25;Merit;71;84%;$23.256;$27.280;$1.7m;No;;;;;;TBD;Unclear;57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of Mobile;https://www.umobile.edu;Mobile;AL;Alabama;Private;Southeast (Deep South);;Rural: Fringe;1K - 9K;Coeducational;No;Balanced;High;On-campus;5-Very;$15.000;$26.910;$11.450;$42.360;24-25;Merit;47;68%;$29.603;$11.193;;No;;;;;;;Unclear;73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of Montana;https://www.umt.edu;Missoula;MT;Montana;Public;West (Rocky Mountains);;City: Small;10K - 20K;Coeducational;No;Balanced;High;On-campus;0-None;$30.000;$33.671;$12.804;$50.475;24-25;Merit;2.005;FLAG;$21.077;$26.153;$42.3m;No;$17.000;Academic Achievement Scholarship;https://www.umt.edu/finaid/scholarships/new-freshman-scholarships/default.php;The top automatic merit award is the Presidential Leadership Scholarship. All students are considered automatically upon admission. No separate application needed.;$16.671;$33.475;Automatic consideration;85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of Montevallo;https://www.montevallo.edu;Montevallo;AL;Alabama;Public;Southeast (Deep South);;Town: Fringe;1K - 9K;Coeducational;No;Balanced;Very High;On-campus;0-None;$25.000;$26.968;$11.372;$42.340;24-25;Merit;68;67%;$20.928;$20.570;$1.4m;No;;;;;;;Unclear;56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of Nebraska-Kearney;https://www.unk.edu;Kearney;NE;Nebraska;Public;Midwest (Great Plains);;Town: Distant;5K - 10K;Coeducational;No;Professional;High;On-campus;0-None;$30.000;$16.484;$11.910;$32.394;24-25;Merit;;;$5.076;$26.780;;No;;;;;;TBD;Unclear;85,8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of Nebraska-Lincoln;https://www.unl.edu;Lincoln;NE;Nebraska;Public;Midwest (Great Plains);;City: Large;20K+;Coeducational;No;Professional;High;Off-campus;0-None;$40.000;$28.764;$14.120;$46.884;24-25;Merit;113;20%;$8.016;$37.588;$0.9m;No;$15.000;Global Laureate Scholarships;https://financialaid.unl.edu/global-laureate-scholarship-guidelines-2022-2023;A top merit-based scholarship for international freshmen. Consideration is automatic for students who apply for admission by the priority deadline.;$13.764;$31.884;Automatic consideration;77,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of Nevada-Las Vegas;https://www.unlv.edu;Las Vegas;NV;Nevada;Public;West Coast;;City: Midsize;20K+;Coeducational;No;Balanced;High;Off-campus;0-None;$35.000;$26.098;$12.072;$42.170;24-25;Merit;159;39%;$12.067;$30.104;$1.9m;No;not specified;Signature Scholarship;https://www.unlv.edu/finaid/scholarships;This is a full-tuition scholarship for Nevada residents only. It is not applicable to international students.;;;Automatic consideration;85,8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of Nevada-Reno (Main Campus);;Reno;NV;Nevada;Public;West Coast;;City: Large;20K+;Coeducational;No;Balanced;High;On-campus;0-None;$35.000;$27.720;$14.496;$46.216;;Merit;93;58%;$11.821;$31.829;$1.1m;No;$8.000;Presidential Scholarship;https://www.unr.edu/financial-aid/scholarships/first-year-scholarships;This scholarship is for Nevada residents only and is not applicable to international students.;$19.720;$38.216;Automatic consideration;85%;;40%;-;-;-;;85%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of Nevada-Reno (Main Campus);https://www.unr.edu;Reno;NV;Nevada;Public;West Coast;;City: Large;20K+;Coeducational;No;Balanced;High;On-campus;0-None;$35.000;$27.720;$14.496;$46.216;24-25;Merit;93;58%;$11.821;$31.829;$1.1m;No;$8.000;Presidential Scholarship;https://www.unr.edu/financial-aid/scholarships/first-year-scholarships;This scholarship is for Nevada residents only and is not applicable to international students.;$19.720;$38.216;Automatic consideration;85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of New England;;Biddeford;ME;Maine;Private;Northeast (New England);;Suburb: Midsize;5K - 10K;Coeducational;No;Professional;Minority;On-campus;0-None;;$44.210;$18.000;$66.210;;Merit;8;52%;$15.352;;$0.1m;No;$20.000;Presidential Scholarship;https://www.une.edu/admissions/intl/financial-aid;All international applicants are automatically considered for merit-based scholarships upon admission. The Presidential Scholarship is a top award. No separate application needed.;$24.210;$46.210;Automatic consideration;92%;;13%;-;-;-;;93%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of New England;https://www.une.edu;Biddeford;ME;Maine;Private;Northeast (New England);;Suburb: Midsize;5K - 10K;Coeducational;No;Professional;Minority;On-campus;0-None;;$44.210;$18.000;$66.210;24-25;Merit;8;52%;$15.352;;$0.1m;No;$20.000;Presidential Scholarship;https://www.une.edu/admissions/intl/financial-aid;All international applicants are automatically considered for merit-based scholarships upon admission. The Presidential Scholarship is a top award. No separate application needed.;$24.210;$46.210;Automatic consideration;92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of New Hampshire;;Durham;NH;New Hampshire;Public;Northeast (New England);Boston, MA;Town: Fringe;10K - 20K;Coeducational;No;Balanced;High;On-campus;0-None;$30.000;$39.852;$14.142;$57.994;;Merit;90;75%;$31.177;$25.019;$2.8m;No;$12.000;Trustee Scholarship;https://www.unh.edu/financialaid/types-aid/scholarships;The premier Merit Scholarship. All applicants are automatically considered based on their admission application. No separate application is required.;$27.852;$45.994;Automatic consideration;86,9%;85,9%;14%;4%;498;428;19;87%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;affordable;;;international_playlist
University of New Hampshire;https://www.unh.edu;Durham;NH;New Hampshire;Public;Northeast (New England);Boston, MA;Town: Fringe;10K - 20K;Coeducational;No;Balanced;High;On-campus;0-None;$30.000;$39.852;$14.142;$57.994;24-25;Merit;90;75%;$31.177;$25.019;$2.8m;No;$12.000;Trustee Scholarship;https://www.unh.edu/financialaid/types-aid/scholarships;The premier Merit Scholarship. All applicants are automatically considered based on their admission application. No separate application is required.;$27.852;$45.994;Automatic consideration;86,9%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of New Haven;;West Haven;CT;Connecticut;Private;Northeast (New England);New York City;Suburb: Large;5K - 10K;Coeducational;No;Professional;High;Off-campus;0-None;$45.000;$47.332;$19.044;$70.376;;Merit;146;88%;$25.312;$44.372;$3.7m;No;;;;;;;Unclear;81%;39%;12%;-;;-;;81%;;Both;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of New Haven;https://www.newhaven.edu;West Haven;CT;Connecticut;Private;Northeast (New England);New York City;Suburb: Large;5K - 10K;Coeducational;No;Professional;High;Off-campus;0-None;$45.000;$47.332;$19.044;$70.376;24-25;Merit;146;88%;$25.312;$44.372;$3.7m;No;;;;;;;Unclear;81%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of New Mexico;https://www.unm.edu;Albuquerque;NM;New Mexico;Public;Southwest;;City: Large;20K+;Coeducational;No;Balanced;High;On-campus;0-None;;$33.217;$12.026;$49.243;23-24;Merit;1.740;[error];$2.441;;;No;OOS waiver;International Amigo Scholarship;https://international.unm.edu/misc/scholarship-and-cost-of-attendance.html;A competitive scholarship that allows international students to pay in-state tuition rates. Requires a separate application after being admitted.;$10.298;$26.324;Automatic consideration;78,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of New Orleans;https://www.uno.edu;New Orleans;LA;Louisiana;Public;Southeast (Deep South);;City: Large;5K - 10K;Coeducational;No;Balanced;High;On-campus;0-None;;$14.190;$10.670;$28.860;24-25;Merit;No data;;No data;;;No;Full Tuition;Homer Hitt Non-Resident Scholarship;https://www.uno.edu/financial-aid/types/scholarships-and-awards;A scholarship for out-of-state and international students that provides a tuition waiver. Awarded automatically to new freshmen who meet specific academic criteria.;$0;$14.670;By invitation only;67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;generous_aid;;;;international_playlist
University Of North Alabama;https://www.una.edu;Florence;AL;Alabama;Public;Southeast (Deep South);;City: Small;10K - 20K;Coeducational;No;Professional;High;On-campus;0-None;$25.000;$23.150;$8.700;$35.850;23-24;Merit;186;36%;$12.514;$21.576;$2.3m;No;OOS waiver;Global Partner Undergraduate Recruitment Scholarship;https://www.una.edu/international/costs-and-scholarships/scholarships.html;A scholarship for students from a UNA partner institution. Not generally available. Other international scholarships are awarded automatically upon admission.;$12.950;$25.650;Automatic consideration;73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of North Carolina at Chapel Hill;;Chapel Hill;NC;North Carolina;Public;Southeast;Raleigh, NC;City: Small;20K+;Coeducational;No;Arts and Sciences;Majority;On-campus;0-None;;$41.211;$13.804;$59.015;;Merit;;;;;;No;Full ride;International Excellence Scholarship;https://admissions.uncg.edu/admissions/international-admissions/;The premier Merit Scholarship for international students. All applicants are automatically considered upon admission. No separate application needed.;$0;$4.000;Requires application;7,7%;18,2%;43%;22%;6376;1162;260;10,2%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of North Carolina at Chapel Hill;;Chapel Hill;NC;North Carolina;Public;Southeast;Raleigh, NC;City: Small;20K+;Coeducational;No;Arts and Sciences;Majority;On-campus;0-None;;$41.211;$13.804;$59.015;;Merit;;;;;;No;Full ride;Robertson Scholarship;https://robertsonscholars.org/;A premier leadership program and scholarship for students at both UNC and Duke University. Requires a separate, extensive application process.;$0;$4.000;Requires application;7,7%;18,2%;43%;22%;6376;1162;260;79;10,2%;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;global_top_235;;international_playlist
University of North Carolina at Chapel Hill;https://www.unc.edu;Chapel Hill;NC;North Carolina;Public;Southeast;Raleigh, NC;City: Small;20K+;Coeducational;No;Arts and Sciences;Majority;On-campus;0-None;;$41.211;$13.804;$59.015;24-25;Merit;;;;;;No;Full ride;Robertson Scholarship;https://robertsonscholars.org/;A premier leadership program and scholarship for students at both UNC and Duke University. Requires a separate, extensive application process.;$0;$4.000;Requires application;7,7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of North Carolina at Charlotte;;Charlotte;NC;North Carolina;Public;Southeast;;City: Large;20K+;Coeducational;No;Balanced;High;On-campus;0-None;;$22.274;$14.458;$40.732;;None;63;12%;$15.576;;$1.0m;No;;;;;;;;80%;66,9%;25%;25%;529;354;88;67%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of North Carolina at Charlotte;https://www.charlotte.edu;Charlotte;NC;North Carolina;Public;Southeast;;City: Large;20K+;Coeducational;No;Balanced;High;On-campus;0-None;;$22.274;$14.458;$40.732;24-25;None;63;12%;$15.576;;$1.0m;No;;;;;;;;80%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of North Carolina at Greensboro;;Greensboro;NC;North Carolina;Public;Southeast;Raleigh, NC;City: Large;10K - 20K;Coeducational;No;Balanced;High;On-campus;0-None;$30.000;$23.340;$10.534;$37.874;;Merit;58;35%;$11.378;$26.495;$0.7m;No;not specified;International Excellence Scholarship;https://admissions.uncg.edu/admissions/international-admissions/;The premier Merit Scholarship for international students. All applicants are automatically considered upon admission. No separate application needed.;;;Automatic consideration;89,8%;89,5%;23%;19%;200;179;34;82%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;affordable;;;international_playlist
University of North Carolina at Greensboro;https://www.uncg.edu;Greensboro;NC;North Carolina;Public;Southeast;Raleigh, NC;City: Large;10K - 20K;Coeducational;No;Balanced;High;On-campus;0-None;$30.000;$23.340;$10.534;$37.874;24-25;Merit;58;35%;$11.378;$26.495;$0.7m;No;not specified;International Excellence Scholarship;https://admissions.uncg.edu/admissions/international-admissions/;The premier Merit Scholarship for international students. All applicants are automatically considered upon admission. No separate application needed.;;;Automatic consideration;89,8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of North Carolina at Pembroke;https://www.uncp.edu;Pembroke;NC;North Carolina;Public;Southeast;;Town: Distant;5K - 10K;Coeducational;No;Balanced;High;On-campus;0-None;;$7.648;$11.858;$23.506;24-25;Merit;;;$7.079;;;No;OOS waiver;NC Promise;https://www.uncp.edu/about/nc-promise-uncp;A state legislative program that significantly reduces tuition costs for all undergraduate students, including internationals. It is an automatic benefit, not a competitive scholarship.;$2.500;$18.358;Automatically Awarded;92,4%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of North Carolina-Asheville;;Asheville;NC;North Carolina;Public;Southeast;;City: Small;1K - 9K;Coeducational;No;Arts and Sciences;Very High;On-campus;0-None;$35.000;$24.849;$11.398;$40.247;;Merit;2;05%;$5.388;$34.439;$0.0m;No;;;;;;TBD;Unclear;93,9%;100,0%;12%;100%;10;10;10;96%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of North Carolina-Asheville;https://www.unca.edu;Asheville;NC;North Carolina;Public;Southeast;;City: Small;1K - 9K;Coeducational;No;Arts and Sciences;Very High;On-campus;0-None;$35.000;$24.849;$11.398;$40.247;24-25;Merit;2;05%;$5.388;$34.439;$0.0m;No;;;;;;TBD;Unclear;93,9%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of North Dakota;https://www.und.edu;Grand Forks;ND;North Dakota;Public;Midwest (Great Plains);;City: Small;10K - 20K;Coeducational;No;Professional;High;Off-campus;0-None;$20.000;$15.570;$11.390;$30.960;24-25;Merit;124;35%;$12.977;$17.639;$1.6m;No;$14.000;UND International Excellence Scholarship;https://und.edu/one-stop/financial-aid/scholarships.html;A merit-based scholarship for new international undergraduate students. Requires a separate application after being admitted.;$1.570;$16.960;Automatic consideration;77,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
University of North Florida;https://www.unf.edu;Jacksonville;FL;Florida;Public;Southeast;;City: Large;10K - 20K;Coeducational;No;Balanced;High;Off-campus;0-None;$35.000;$20.107;$10.192;$34.299;24-25;Merit;118;48%;$2.307;$32.710;$0.3m;No;$14.000;First-Coast Scholarship. In-state tuition for Florida HSers.;https://www.unf.edu/scholarships/programs.html;The link is for scholarship programs. The named scholarship is for Florida residents. International students are considered for some general merit awards automatically upon admission.;$6.107;$20.299;Automatic consideration;62%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of North Georgia;;Dahlonega;GA;Georgia;Public;Southeast (Deep South);;Town: Distant;10K - 20K;Coeducational;No;Balanced;Very High;Off-campus;0-None;;$21.898;$12.310;$38.208;;Merit;;;;;;No;OOS waiver;Full Presidential Tuition Waiver (PTW);https://ung.edu/cost-aid/scholarships/new-students-scholarships.php;This award is for exceptional students. Requires a separate application. International students are eligible for other tuition waivers based on their status.;$6.898;$23.208;Automatic consideration;67,7%;22,9%;45%;24%;253;58;14;68%;;Both;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
University of North Georgia;https://www.ung.edu;Dahlonega;GA;Georgia;Public;Southeast (Deep South);;Town: Distant;10K - 20K;Coeducational;No;Balanced;Very High;Off-campus;0-None;;$21.898;$12.310;$38.208;23-24;Merit;;;;;;No;OOS waiver;Full Presidential Tuition Waiver (PTW);https://ung.edu/cost-aid/scholarships/new-students-scholarships.php;This award is for exceptional students. Requires a separate application. International students are eligible for other tuition waivers based on their status.;$6.898;$23.208;Automatic consideration;67,7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of North Texas-Denton;https://www.unt.edu;Denton;TX;Texas;Public;South (Central);Dallas, TX;City: Midsize;20K+;Coeducational;No;Balanced;High;On-campus;0-None;$35.000;$23.692;$11.194;$38.886;24-25;Merit;1.208;93%;$5.680;$30.369;$6.9m;No;$12.000;Excellence Scholarship;https://financialaid.unt.edu/unt-excellence-scholarships.html;International students who receive a competitive UNT scholarship of at least $1,000 are eligible for a waiver of out-of-state tuition. The Excellence Scholarship is one such award, given automatically upon admission.;$11.692;$26.886;Automatic consideration;72,5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of Northern Colorado;https://www.unco.edu;Greeley;CO;Colorado;Public;West (Rocky Mountains);;City: Midsize;5K - 10K;Coeducational;No;Balanced;High;On-campus;0-None;$40.000;$26.204;$15.230;$45.434;24-25;Merit;49;72%;$6.037;$39.397;$0.3m;No;$8.000;Trustee Scholarship;https://www.unco.edu/admissions/costs-aid/first-year-scholarships.aspx;The premier Merit Scholarship awarded to top applicants. Consideration is automatic with the application for admission. No separate application is required.;$18.204;$37.434;Automatic consideration;94%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
University of Northern Iowa;https://www.uni.edu;Cedar Falls;IA;Iowa;Public;Midwest (Great Plains);;City: Small;5K - 10K;Coeducational;No;Professional;Very High;On-campus;0-None;$35.000;$21.712;$9.986;$35.698;24-25;Merit;47;57%;$4.866;$30.054;$0.2m;No;$9.000;Advantage Award + Presidential Scholarship;https://admissions.uni.edu/financial-aid/types-of-aid/scholarships/scholarships-incoming-freshmen#out-of-state;The UNI Advantage award reduces tuition for out-of-state students. The Presidential Scholarship is competitive and requires a separate application after admission.;$12.712;$26.698;Automatic consideration;94,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
